2018-02-05__08_26_20_PM
batch_num,epoch,batch_acc
1,epoch_27507,0.923958
2,epoch_27507,0.920443
3,epoch_27507,0.930990
4,epoch_27507,0.923828
5,epoch_27507,0.921875
6,epoch_27507,0.926693
7,epoch_27507,0.925130
8,epoch_27507,0.922526
9,epoch_27507,0.923177
10,epoch_27507,0.925130
11,epoch_27507,0.926823
12,epoch_27507,0.925130
13,epoch_27507,0.924870
14,epoch_27507,0.920964
15,epoch_27507,0.926562
16,epoch_27507,0.923828
17,epoch_27507,0.918359
18,epoch_27507,0.930469
19,epoch_27507,0.926823
20,epoch_27507,0.926562
21,epoch_27507,0.923047
22,epoch_27507,0.926042
23,epoch_27507,0.930859
24,epoch_27507,0.928516
25,epoch_27507,0.922005
26,epoch_27507,0.923568
27,epoch_27507,0.926562
28,epoch_27507,0.925521
29,epoch_27507,0.922266
30,epoch_27507,0.929297
31,epoch_27507,0.927344
32,epoch_27507,0.924479
33,epoch_27507,0.919922
34,epoch_27507,0.924609
35,epoch_27507,0.924740
36,epoch_27507,0.929557
37,epoch_27507,0.924740
38,epoch_27507,0.921484
39,epoch_27507,0.920052
40,epoch_27507,0.925000
41,epoch_27507,0.921875
42,epoch_27507,0.921745
43,epoch_27507,0.919401
44,epoch_27507,0.930729
45,epoch_27507,0.922656
46,epoch_27507,0.926953
47,epoch_27507,0.919531
48,epoch_27507,0.923568
49,epoch_27507,0.924349
50,epoch_27507,0.925000
51,epoch_27507,0.925911
52,epoch_27507,0.916406
53,epoch_27507,0.921745
54,epoch_27507,0.923828
55,epoch_27507,0.924740
56,epoch_27507,0.924870
57,epoch_27507,0.920833
58,epoch_27507,0.920052
59,epoch_27507,0.926823
60,epoch_27507,0.921224
61,epoch_27507,0.922266
62,epoch_27507,0.922656
63,epoch_27507,0.926953
64,epoch_27507,0.927344
65,epoch_27507,0.922786
66,epoch_27507,0.920313
67,epoch_27507,0.920443
68,epoch_27507,0.927344
69,epoch_27507,0.925130
70,epoch_27507,0.930078
71,epoch_27507,0.923307
72,epoch_27507,0.929036
73,epoch_27507,0.920443
74,epoch_27507,0.922005
75,epoch_27507,0.922917
76,epoch_27507,0.922005
77,epoch_27507,0.923177
78,epoch_27507,0.924349
79,epoch_27507,0.923307
80,epoch_27507,0.923307
81,epoch_27507,0.936198
82,epoch_27507,0.925521
83,epoch_27507,0.923047
84,epoch_27507,0.924219
85,epoch_27507,0.922917
86,epoch_27507,0.924089
87,epoch_27507,0.928646
88,epoch_27507,0.923307
89,epoch_27507,0.925260
90,epoch_27507,0.926302
91,epoch_27507,0.929167
92,epoch_27507,0.926042
93,epoch_27507,0.927734
94,epoch_27507,0.926172
95,epoch_27507,0.924479
96,epoch_27507,0.924349
97,epoch_27507,0.921224
98,epoch_27507,0.918620
99,epoch_27507,0.926432
100,epoch_27507,0.924740
