batch_num,epoch,batch_acc
1,epoch_39158,0.997192
2,epoch_39158,0.996643
3,epoch_39158,0.997070
4,epoch_39158,0.997620
5,epoch_39158,0.997009
6,epoch_39158,0.997040
7,epoch_39158,0.997284
8,epoch_39158,0.997040
9,epoch_39158,0.997345
10,epoch_39158,0.997345
11,epoch_39158,0.996826
12,epoch_39158,0.997223
13,epoch_39158,0.996948
14,epoch_39158,0.997253
15,epoch_39158,0.997040
16,epoch_39158,0.997131
17,epoch_39158,0.997162
18,epoch_39158,0.997345
19,epoch_39158,0.996704
20,epoch_39158,0.996552
21,epoch_39158,0.996887
22,epoch_39158,0.997559
23,epoch_39158,0.997498
24,epoch_39158,0.997253
25,epoch_39158,0.996887
26,epoch_39158,0.997437
27,epoch_39158,0.997131
28,epoch_39158,0.997070
29,epoch_39158,0.997711
30,epoch_39158,0.996857
31,epoch_39158,0.997650
32,epoch_39158,0.996979
33,epoch_39158,0.997192
34,epoch_39158,0.996643
35,epoch_39158,0.997223
36,epoch_39158,0.997253
37,epoch_39158,0.996460
38,epoch_39158,0.997223
39,epoch_39158,0.996765
40,epoch_39158,0.996704
41,epoch_39158,0.996826
42,epoch_39158,0.996674
43,epoch_39158,0.996979
44,epoch_39158,0.996918
45,epoch_39158,0.996857
46,epoch_39158,0.997589
47,epoch_39158,0.996948
48,epoch_39158,0.997070
49,epoch_39158,0.997406
50,epoch_39158,0.996826
51,epoch_39158,0.997253
52,epoch_39158,0.997284
53,epoch_39158,0.997253
54,epoch_39158,0.997101
55,epoch_39158,0.997375
56,epoch_39158,0.996887
57,epoch_39158,0.997284
58,epoch_39158,0.997375
59,epoch_39158,0.997253
60,epoch_39158,0.997284
61,epoch_39158,0.996552
62,epoch_39158,0.996490
63,epoch_39158,0.997406
64,epoch_39158,0.996857
65,epoch_39158,0.997223
66,epoch_39158,0.996979
67,epoch_39158,0.996765
68,epoch_39158,0.997284
69,epoch_39158,0.996704
70,epoch_39158,0.997314
71,epoch_39158,0.997528
72,epoch_39158,0.997314
73,epoch_39158,0.997009
74,epoch_39158,0.997040
75,epoch_39158,0.997467
76,epoch_39158,0.997040
77,epoch_39158,0.997284
78,epoch_39158,0.997314
79,epoch_39158,0.997375
80,epoch_39158,0.996582
81,epoch_39158,0.996796
82,epoch_39158,0.997009
83,epoch_39158,0.996552
84,epoch_39158,0.996918
85,epoch_39158,0.996979
86,epoch_39158,0.997070
87,epoch_39158,0.997101
88,epoch_39158,0.997314
89,epoch_39158,0.996796
90,epoch_39158,0.997070
91,epoch_39158,0.996857
92,epoch_39158,0.996613
93,epoch_39158,0.996887
94,epoch_39158,0.996979
95,epoch_39158,0.996704
96,epoch_39158,0.997314
97,epoch_39158,0.996826
98,epoch_39158,0.997314
99,epoch_39158,0.996948
100,epoch_39158,0.997406
