epoch,batch_acc
epoch_12000,1.000000
epoch_12042,1.000000
epoch_12100,1.000000
epoch_12154,1.000000
epoch_12200,1.000000
epoch_12247,1.000000
epoch_12300,1.000000
epoch_12400,1.000000
epoch_12500,1.000000
epoch_12600,1.000000
epoch_12700,1.000000
epoch_12715,1.000000
epoch_12768,1.000000
epoch_12800,1.000000
epoch_12823,1.000000
epoch_12900,1.000000
epoch_12954,1.000000
epoch_13000,1.000000
epoch_13021,0.999992
epoch_13100,0.999115
epoch_13116,0.999111
epoch_13200,0.999992
epoch_13300,1.000000
epoch_13399,1.000000
epoch_13400,1.000000
epoch_13500,1.000000
