batch_num,epoch,batch_acc
1,epoch_07461,1.000000
2,epoch_07461,1.000000
3,epoch_07461,1.000000
4,epoch_07461,1.000000
5,epoch_07461,1.000000
6,epoch_07461,1.000000
7,epoch_07461,1.000000
8,epoch_07461,1.000000
9,epoch_07461,1.000000
10,epoch_07461,1.000000
11,epoch_07461,1.000000
12,epoch_07461,1.000000
13,epoch_07461,1.000000
14,epoch_07461,1.000000
15,epoch_07461,1.000000
16,epoch_07461,1.000000
17,epoch_07461,1.000000
18,epoch_07461,1.000000
19,epoch_07461,1.000000
20,epoch_07461,1.000000
21,epoch_07461,1.000000
22,epoch_07461,1.000000
23,epoch_07461,1.000000
24,epoch_07461,1.000000
25,epoch_07461,1.000000
26,epoch_07461,1.000000
27,epoch_07461,1.000000
28,epoch_07461,1.000000
29,epoch_07461,1.000000
30,epoch_07461,1.000000
31,epoch_07461,1.000000
32,epoch_07461,1.000000
33,epoch_07461,1.000000
34,epoch_07461,1.000000
35,epoch_07461,1.000000
36,epoch_07461,1.000000
37,epoch_07461,1.000000
38,epoch_07461,1.000000
39,epoch_07461,1.000000
40,epoch_07461,1.000000
41,epoch_07461,1.000000
42,epoch_07461,1.000000
43,epoch_07461,1.000000
44,epoch_07461,1.000000
45,epoch_07461,1.000000
46,epoch_07461,1.000000
47,epoch_07461,1.000000
48,epoch_07461,1.000000
49,epoch_07461,1.000000
50,epoch_07461,1.000000
51,epoch_07461,1.000000
52,epoch_07461,1.000000
53,epoch_07461,1.000000
54,epoch_07461,1.000000
