2018-02-01__07_30_02_AM
batch_num,epoch,batch_acc
1,epoch_28601,0.998535
2,epoch_28601,0.998779
3,epoch_28601,0.998779
4,epoch_28601,0.999207
5,epoch_28601,0.999695
6,epoch_28601,0.998291
7,epoch_28601,0.998169
8,epoch_28601,0.999207
9,epoch_28601,0.998779
10,epoch_28601,0.998108
11,epoch_28601,0.998657
12,epoch_28601,0.996399
13,epoch_28601,0.998657
14,epoch_28601,0.999390
15,epoch_28601,0.998718
16,epoch_28601,0.983826
17,epoch_28601,0.998596
18,epoch_28601,0.998657
19,epoch_28601,0.998535
20,epoch_28601,0.997864
21,epoch_28601,0.998230
22,epoch_28601,0.998962
23,epoch_28601,0.999573
24,epoch_28601,0.983582
25,epoch_28601,0.999146
26,epoch_28601,0.998535
27,epoch_28601,0.998047
28,epoch_28601,0.998962
29,epoch_28601,0.999329
30,epoch_28601,0.998169
31,epoch_28601,0.999146
32,epoch_28601,0.998169
33,epoch_28601,0.998840
34,epoch_28601,0.998291
35,epoch_28601,0.998047
36,epoch_28601,0.997192
37,epoch_28601,0.998108
38,epoch_28601,0.997986
39,epoch_28601,0.998840
40,epoch_28601,0.997803
41,epoch_28601,0.997437
42,epoch_28601,0.999023
43,epoch_28601,0.997803
44,epoch_28601,0.997375
45,epoch_28601,0.998413
46,epoch_28601,0.998169
47,epoch_28601,0.998169
48,epoch_28601,0.999512
49,epoch_28601,0.999329
50,epoch_28601,0.998779
51,epoch_28601,0.998962
52,epoch_28601,0.998535
53,epoch_28601,0.999451
54,epoch_28601,0.997742
55,epoch_28601,0.998108
56,epoch_28601,0.999146
57,epoch_28601,0.998657
58,epoch_28601,0.998596
59,epoch_28601,0.998108
60,epoch_28601,0.998169
61,epoch_28601,0.999512
62,epoch_28601,0.997925
63,epoch_28601,0.998596
64,epoch_28601,0.997437
65,epoch_28601,0.997864
66,epoch_28601,0.998413
67,epoch_28601,0.997925
68,epoch_28601,0.998718
2018-02-01__07_30_53_AM
batch_num,epoch,batch_acc
1,epoch_49500,0.999878
2,epoch_49500,0.999939
3,epoch_49500,0.999573
4,epoch_49500,0.999817
5,epoch_49500,1.000000
6,epoch_49500,0.999573
7,epoch_49500,0.999817
8,epoch_49500,0.999695
9,epoch_49500,0.999939
10,epoch_49500,0.999817
11,epoch_49500,1.000000
12,epoch_49500,0.999817
13,epoch_49500,0.999695
14,epoch_49500,0.999939
15,epoch_49500,0.999939
16,epoch_49500,0.999817
17,epoch_49500,1.000000
18,epoch_49500,0.999939
19,epoch_49500,1.000000
20,epoch_49500,0.999695
21,epoch_49500,0.999939
22,epoch_49500,1.000000
23,epoch_49500,0.999756
24,epoch_49500,0.999817
25,epoch_49500,1.000000
26,epoch_49500,0.999939
27,epoch_49500,0.999939
28,epoch_49500,0.999939
29,epoch_49500,1.000000
30,epoch_49500,0.999817
31,epoch_49500,0.999817
32,epoch_49500,0.999573
33,epoch_49500,1.000000
34,epoch_49500,0.999817
35,epoch_49500,0.999817
36,epoch_49500,0.999939
37,epoch_49500,0.999817
38,epoch_49500,1.000000
39,epoch_49500,1.000000
40,epoch_49500,0.999756
41,epoch_49500,0.999817
42,epoch_49500,0.999939
43,epoch_49500,0.999878
44,epoch_49500,0.999695
45,epoch_49500,0.999695
46,epoch_49500,1.000000
47,epoch_49500,1.000000
48,epoch_49500,1.000000
49,epoch_49500,0.999939
50,epoch_49500,0.999756
51,epoch_49500,1.000000
52,epoch_49500,1.000000
53,epoch_49500,1.000000
54,epoch_49500,0.999939
55,epoch_49500,0.999878
56,epoch_49500,0.999817
57,epoch_49500,0.999756
58,epoch_49500,1.000000
59,epoch_49500,0.999939
60,epoch_49500,1.000000
61,epoch_49500,1.000000
62,epoch_49500,1.000000
63,epoch_49500,1.000000
64,epoch_49500,0.999878
65,epoch_49500,0.999939
66,epoch_49500,0.999817
67,epoch_49500,0.999756
68,epoch_49500,0.999878
69,epoch_49500,0.999878
70,epoch_49500,1.000000
71,epoch_49500,1.000000
72,epoch_49500,0.999695
73,epoch_49500,0.999878
74,epoch_49500,1.000000
75,epoch_49500,0.999756
76,epoch_49500,0.999939
77,epoch_49500,0.999939
78,epoch_49500,1.000000
79,epoch_49500,1.000000
80,epoch_49500,0.999878
81,epoch_49500,0.999817
82,epoch_49500,1.000000
83,epoch_49500,1.000000
84,epoch_49500,0.999817
85,epoch_49500,0.999817
86,epoch_49500,1.000000
87,epoch_49500,0.999939
88,epoch_49500,0.999878
89,epoch_49500,0.999695
90,epoch_49500,0.999939
91,epoch_49500,1.000000
92,epoch_49500,1.000000
93,epoch_49500,0.999756
94,epoch_49500,1.000000
95,epoch_49500,1.000000
96,epoch_49500,0.999939
97,epoch_49500,0.999939
98,epoch_49500,0.999878
99,epoch_49500,1.000000
100,epoch_49500,0.999878
